Date,AAPL_ret,AMZN_ret,EFA_ret,META_ret,NVDA_ret,SPY_ret,TAIL_ret,USMV_ret,VIXY_ret,VNQ_ret,AAPL_vol,AMZN_vol,EFA_vol,META_vol,NVDA_vol,SPY_vol,TAIL_vol,USMV_vol,VIXY_vol,VNQ_vol,AAPL_mom,AMZN_mom,EFA_mom,META_mom,NVDA_mom,SPY_mom,TAIL_mom,USMV_mom,VIXY_mom,VNQ_mom
2015-01-16,-0.0078005102752099,0.0131214026107509,0.0129142317140038,0.0151447031907131,0.0182008856119177,0.0130291492038458,0.0,0.0108130552718984,-0.021424890084106,0.0086247003549471,,,,,,,,,,,,,,,,,,,,
2015-01-20,0.025430939831905,-0.0044813464480519,0.0034485342424033,0.0140008650556226,0.0030014704917665,0.0021302440602383,0.0,0.0017098795763048,-0.0089571936040168,-0.0079320348434351,,,,,,,,,,,,,,,,,,,,
2015-01-21,0.0076053014695831,0.0266255183222718,0.0078378313826197,0.0065369875396636,0.0138890445583608,0.0050355159781734,0.0,0.0017066191847554,-0.0496259889520738,-0.000692665511512,,,,,,,,,,,,,,,,,,,,
2015-01-22,0.0256829803103372,0.0430304614513158,0.0037341337107013,0.0117884516251527,0.0170947423921612,0.0147614748563774,0.0,0.0145108235434101,-0.065108997500793,0.0176286580225051,,,,,,,,,,,,,,,,,,,,
2015-01-23,0.0051469857880231,0.0066484076119279,-0.0056878183646105,0.0023153816933419,0.0029015038856085,-0.0054983054083377,0.0,-0.0052961391855875,0.0251496054680643,-0.0028406647986413,,,,,,,,,,,,,,,,,,,,
2015-01-26,0.0010613735711517,-0.0087775088904859,0.0135970739840617,-0.0042489535654521,-0.0043552984994901,0.0023395870263652,0.0,0.0021697275442149,-0.0460292180790285,0.0083852232431925,,,,,,,,,,,,,,,,,,,,
2015-01-27,-0.0356408761978373,-0.0094418498576265,0.0014457786641012,-0.0224436327782271,-0.0492027645091296,-0.0132783553644994,0.0,-0.0072516401196232,0.0422733451192231,0.0003389256316551,,,,,,,,,,,,,,,,,,,,
2015-01-28,0.0549925903746328,-0.0093014291748655,-0.0150428526481628,0.0060517654855208,-0.0164357112824371,-0.012907493974164,0.0,-0.0114679739882768,0.0812721419271111,-0.0066780410710601,,,,,,,,,,,,,,,,,,,,
2015-01-29,0.0306590443940582,0.0255661651895897,0.0135970739840617,0.0228227188600571,0.0240481042009767,0.0092010385909544,0.0,0.0051407193197475,-0.0344100997818297,0.0035144467979353,,,,,,,,,,,,,,,,,,,,
2015-01-30,-0.0147422326154184,0.1284951489287718,-0.0158812217309594,-0.0271604781609794,-0.0297611927617529,-0.0126541513887099,0.0,-0.0167410384777117,0.0970224391814463,-0.0208103640882257,0.0235870142165688,0.0336308064303033,0.0108512098574677,0.0155894184620007,0.0201955379765912,0.010607018554238,0.0,0.0085737306569647,0.048269895270074,0.0085777692065963,,,,,,,,,,
2015-02-02,0.0124686055678542,0.0276512613555075,0.012015050387278,-0.0121935798816281,0.0216393883619332,0.0123077659698286,0.0,0.0086514974768437,-0.0561286339541838,-0.0026609928037623,0.0236554710241107,0.0338973561941291,0.0111490922193755,0.0157591842448826,0.0208964142176432,0.0110452040478776,0.0,0.0088040071672357,0.0503902999263376,0.008640079229347,0.0850637328360472,0.1813496513487544,0.0227798113921537,-0.0441044105291907,-0.0253354408768756,-0.0170861403770365,,0.0029620365570988,0.1261523532265891,0.0498662095778212
2015-02-03,0.0001686909830539,-0.002527378513748,0.0158517740245151,0.0054524282494092,0.0246674725033652,0.0143575960106092,0.0,0.0110147528232881,-0.0485532254169907,0.0086509489804177,0.0224071513371598,0.0333152962513919,0.0099311078793917,0.0154927094639586,0.0213182723750828,0.0107482937199848,0.0,0.008820635250801,0.0492654823528119,0.0087279648075574,0.1167057669745925,0.2030510509100316,0.0642432807162001,-0.0231895943821527,0.0161696498387571,0.0154673189373224,,0.0236728616392685,-0.001805869074492,0.0532237300499589
2015-02-04,0.0076402329576054,0.0032953190647652,-0.0082947842325239,0.0030458119908424,0.0024834696491214,-0.0038156050910813,0.0,-0.0024373481210601,0.027655642995097,-0.0041430840295154,0.0223745022935759,0.0324790367594518,0.0097148194639595,0.0152365636892087,0.0199795846048303,0.0105374901321643,0.0,0.0088137145741375,0.0494278123478905,0.0086753205952576,0.12516445707567,0.23522636402979,0.0675444424657234,-0.0068285630547942,0.0505472495261596,0.0212184309640726,,0.0239878301402172,0.004418912947415,0.0385675379291143
2015-02-05,0.007111970642548,0.0247494893046196,0.013681303227756,-0.0002644543277747,0.0162363131121626,0.0100448321103725,0.0,0.0097134979644419,-0.0381126603106713,0.0119226072217116,0.0222975705596431,0.0326335661736456,0.0098425941668353,0.0152363654728894,0.0201711352916973,0.0104173629712687,0.0,0.0086344093462041,0.0495966288380832,0.0084371954852397,0.1175249700150422,0.2528986369634487,0.0703536096630228,-0.0070911768133137,0.0705326980011356,0.0188323889769705,,0.0209720502250367,0.0,0.0351540561413257
2015-02-06,-0.0084562669438839,0.0010425830406614,-0.0125607128151973,-0.0151924403031898,-0.0044021664107149,-0.0027692884778304,0.0,-0.0087376861469474,0.0420643668801492,-0.0294908075347983,0.021154619680113,0.0327005118195667,0.0101587212081413,0.0142048686082267,0.018613311875806,0.0096721228249998,0.0,0.0082656017895969,0.0478750854450164,0.0109247483995011,0.0671136714248727,0.2456900084220177,0.0428834263266197,-0.0474548912371082,0.027189972202265,-0.0016999930390331,,-0.0026742335635239,0.1142578125,0.0012923964793682
2015-02-09,0.0066208033360107,-0.0099888495584685,-0.0048114088608683,-0.0004027336620334,-0.0009805985677189,-0.004485612795842,0.0,-0.0053781567711716,0.0048087524358835,-0.007066734145985,0.021160965101384,0.032635868513993,0.0101573132042527,0.0141908103465947,0.0186090203866523,0.0095498772963033,0.0,0.0082490164864115,0.0472449583507919,0.0110394115230744,0.0730515650101082,0.2479708606623825,0.0429243133841024,-0.0424491745804416,0.0220660595857671,0.0018607278114979,,-0.0022016823345722,0.0775375939849625,-0.0062257273597853
2015-02-10,0.0190289401609375,0.0065630308335224,0.0091221657477292,0.0100249054611385,0.0275847675159121,0.0105969039904129,0.0,0.0104845558771673,-0.0386800830444567,0.0031864065551565,0.020314344036034,0.031900085861302,0.0102164506255496,0.0141905323136093,0.0192118230312364,0.0096321217103602,0.0,0.0085085997348739,0.0470324788087417,0.01091609785721,0.1212958623193583,0.2799834693401619,0.0549580987744742,-0.0199426422095777,0.0639921977765984,0.0205280514885564,,0.012773159700042,-0.0103185284881112,-0.0106084828484398
2015-02-11,0.0231684802736198,0.0057208888155241,-0.0054313472994196,0.0174031195256855,-0.0067049119482402,0.0005799365998467,0.0,0.0004848963721149,0.0040714826657883,-0.0029499400559063,0.0206793916879406,0.0319341314661949,0.0103563887573142,0.0147554645912744,0.0193121295766767,0.0095908417120253,0.0,0.0085002337904052,0.0465605183206817,0.0109275932243394,0.1374781544204328,0.2727827493477748,0.0439799986918594,0.0007847495891093,0.0584949094565956,0.0240003840890736,,0.0142613801164266,-0.0340165721761883,-0.0120257398738241
2015-02-12,0.0125726895280732,0.0053967011044057,0.015417958654731,-0.0036665086265375,0.0691525277145853,0.009570804142383,0.0,0.0048368651921632,-0.0609632796059784,0.0118648047032781,0.0205759578429149,0.0317257432596174,0.0106922390717345,0.0147706094649312,0.0243547382849656,0.0096063664546408,0.0,0.0084888999864558,0.0481282800359127,0.0110953245993571,0.1562760977280899,0.2860844779788283,0.0632234593516369,-0.0006555665851799,0.1296855248009885,0.0401273216421176,,0.0226994371053637,-0.1071122536418166,-0.0087974390646543
2015-02-13,0.0048908548438739,0.0122794590986342,0.0066027057376646,-0.0064486887688598,0.0004484829640789,0.0041079339940116,0.0,0.0007234541642121,-0.0120686958454681,-0.0066787907968398,0.0189011408143276,0.0306808633990655,0.0106964327610752,0.0131410899377816,0.0241969186410841,0.0092461000821361,0.0,0.0084675994954587,0.0473852246675564,0.0111598230840974,0.1943601444424236,0.3306499063707506,0.0634894861332855,0.0228221992634993,0.1382654048948526,0.0540648439837059,,0.0249566935474367,-0.1442227763923524,-0.017669430218248
2015-02-17,0.0058842491915776,-0.0169034320001324,0.0023474893127037,-0.0018499578321765,0.0031327625492453,0.0015721015400788,0.0,0.000481974615455,0.0024254195736639,-0.0024718437335385,0.0185091248083493,0.0314652559755184,0.0104429638978485,0.0127300837704519,0.0240467271381129,0.008917140353221,0.0,0.0081619935781374,0.0473240246099052,0.010935401260458,0.2108170231228667,0.2912911892418031,0.0523110306283574,0.0055865544995634,0.1212424557271882,0.0420572897324613,,0.0144222928443287,-0.1235668789808916,-0.0285096489801659
2015-02-18,0.0069383055688138,-0.0055020829001334,0.005922819650722,0.0145757263482659,-0.0116856049101882,9.49716034744046e-05,0.0,0.00336800725751,-0.0087591800898815,0.0092674526181992,0.0181328871591032,0.0314955444381907,0.0104687998555509,0.0127633035250703,0.0243564438072816,0.0089279015887585,0.0,0.0081810198823033,0.0473235250584986,0.0110739193243997,0.1886315925213835,0.2899737937258879,0.0549179722853112,0.0061647934738258,0.1048950250672982,0.0399385760434747,,0.0161057298195481,-0.1233933161953727,-0.0116559912029226
2015-02-19,-0.0020998074648422,0.0149663120351099,0.0012425165847503,0.0347181377065747,0.0027089442006107,-0.0007140821398134,0.0,-0.0043325272142494,-0.0222396119278383,-0.0217195834809189,0.0182912063816583,0.0313323117350943,0.0104012082179556,0.0148691214367427,0.0242695344024651,0.0089161535306668,0.0,0.0082568514116685,0.0463997704937746,0.0120405086818786,0.1771515908738239,0.2750210610427912,0.0479833493198271,0.0349229909181301,0.0926109841603461,0.0339765033492514,,0.0099878106590558,-0.0990544799639802,-0.0322208540673583
2015-02-20,0.0081411640811501,0.0122205277961254,0.0092692980008178,0.006025710873778,0.0071879191032311,0.0059828317716085,0.0,0.0064909877528083,-0.0366453216780043,0.0096195948391231,0.0178210055447153,0.0304798345401346,0.0105131989809985,0.0147187449150785,0.0240979026934298,0.0084412185356354,0.0,0.0077175796119747,0.0448775704932458,0.0114864499627956,0.1566822733865203,0.2363367375130649,0.0538001930731459,0.0289761495338938,0.0818401208287604,0.0249393178186065,,0.0019202676924559,-0.0730418068236424,-0.03994090195216
2015-02-23,0.0266682679993913,-0.0092171688221132,-0.0035431549532615,-0.0133556097013924,-0.0080898985441259,-0.0001421471158925,0.0,0.0011977936814261,0.0036222549307931,0.0080048065336433,0.0183281040584079,0.0307931533726372,0.0104346430690823,0.0150816775576362,0.0242475377736934,0.0083002524222368,0.0,0.0076147050062746,0.0444025242137891,0.0117005737036296,0.1818453587360786,0.2168763260359043,0.0560626650433273,0.0129767636941222,0.0700142909807772,0.030443783279622,,0.0084478425257239,-0.0927835051546391,-0.0294719407343733
2015-02-24,-0.0062603290517135,-0.0040857483603669,0.0061538121021214,-0.0049588590037709,0.0105888717478846,0.0028368547177817,0.0,0.0004788502673039,-0.0427392927949867,-0.0198941347752724,0.0185531700771543,0.0306616530581421,0.0101555630862142,0.0150946308692115,0.0242267551607571,0.0083036455037505,0.0,0.0076036416748999,0.0442478375315916,0.0121439740321123,0.1732238390893905,0.2225990326392775,0.048231295686369,0.0122579011730818,0.0861248463258861,0.0309563171035625,,0.0067441217811148,-0.0897939156035328,-0.0565334072916612
2015-02-25,-0.0259057334882761,0.0177500233217737,0.0007666211922352,0.0140500066380039,-0.0076489519111359,-0.0008501075296904,0.0,0.0002392273471416,0.0069836437472523,0.000239124885982,0.017442770270648,0.0303532256959626,0.0101598986240814,0.0143485647473361,0.0209758437577415,0.0075702156858451,0.0,0.0073917531756528,0.0429608134482647,0.0121425893124341,0.1847011164149987,0.2562999089571334,0.0475196232658361,0.0498812062570619,0.1322083156618028,0.0438492500478095,,0.0143138249955026,-0.121354656632173,-0.0566275612627347
2015-02-26,0.0125769572813305,-0.0014801723830957,-0.0027622017564374,0.0106272497726396,0.0027062764119348,-0.0011821513827445,0.0,-0.0009573648931708,-0.0123890623141603,-0.0109409165487649,0.0136568852766574,0.0301218624551313,0.0093977484212462,0.014445433845779,0.0203145254109657,0.0067529940292788,0.0,0.0068328260134543,0.037672391957618,0.0122490725472894,0.1355020492185874,0.2661642787519258,0.0604631609227983,0.054695927660995,0.1540897926503255,0.0561607775045465,,0.0250311050163178,-0.1999132697311362,-0.0606404811323848
2015-02-27,-0.0151424651309167,-0.0121315206659151,0.0004607349643449,-0.0180706668984428,-0.0063264120870021,-0.0034118875377163,0.0,-0.0004790823654804,-0.0038012535589951,0.0078272573607959,0.0131991831743662,0.0303933251782367,0.0090665881432016,0.0143353945487822,0.0201204317664023,0.0067058527992498,0.0,0.0067791473764817,0.0372976699795834,0.0124090799531741,0.0846673799350814,0.219321298810351,0.04662365654908,0.012435808928406,0.1195619118939761,0.0429231576910582,,0.019286789559932,-0.1750448833034111,-0.0565804527034974
2015-03-02,0.0048922409550344,0.0143640151230527,0.0015348455998571,0.009828711900524,0.0241840206091424,0.0062935319108227,0.0,0.0033476504853655,-0.0354411400461075,0.005740758906991,0.012434881468782,0.0122657252715783,0.0080048339434754,0.01287460538688,0.0186888569954414,0.0057870029552922,0.0,0.0053585682966889,0.0279545219253031,0.0117987551837777,0.1061747044961221,0.0878064720844269,0.0650113807659666,0.0505862161378758,0.1816156206532551,0.0628725357981694,,0.039969978349682,-0.2773930753564154,-0.0311961040179447
2015-03-03,0.002089407966093,-0.0027264055823152,-0.0061538121021215,-0.0018827052115361,-0.0187586640000197,-0.0041127157645347,0.0,-0.0038270745225861,0.0217460478853263,-0.0019098562662965,0.0123248713716397,0.011028388138628,0.0079766435832509,0.0124562748335446,0.0193477754021313,0.005564807484088,0.0,0.0052640239230418,0.0275269857585553,0.0117963439780748,0.0947528759012008,0.0552583207544365,0.0458360598142706,0.0614747174622194,0.1348319969876992,0.0455621679784332,,0.0270732716891064,-0.2188711762171478,-0.0304681266430584
2015-03-04,-0.0063589735451012,-0.0049261611931338,-0.0040202712110759,0.0161997698683051,0.0112081237787434,-0.0042243552978697,0.0,-0.0045632149044349,-0.0027616698027292,-0.0096051644571868,0.0125310525202894,0.0111009133388342,0.00740948446798,0.012795614814147,0.0189051817503103,0.0049503113179696,0.0,0.0048961174608955,0.0262312115756765,0.0116713525569885,0.0876299696497968,0.0527300190079058,0.0252582966174916,0.0729442720820991,0.1196602274994937,0.0263129802916379,,0.0111975343207886,-0.1822704658525553,-0.0480074236759756
2015-03-05,-0.0167094639051266,0.0132634890962975,0.0023214126849373,0.003824619472048,0.0189894761402847,0.0010933640988438,0.0,0.0036042374830408,-0.0133632278121671,0.0028911565890592,0.013336230367269,0.0113560668059563,0.0070620461339401,0.0127952797925809,0.0191186910855389,0.0048028928896755,0.0,0.0048880342152601,0.0246850370029874,0.0117238300739486,0.061466340514543,0.0632762870041336,0.0362006207497209,0.0737802145849981,0.1382947138832564,0.0313635053848646,,0.0173252627460813,-0.2151341838979322,-0.0412872709510953
2015-03-06,0.0015016335269982,-0.0201590865978095,-0.0136969378216775,-0.0148869257284212,-0.0136539260436992,-0.0141643669040233,0.0,-0.0179092902688315,0.0449390682673344,-0.0337644382866694,0.0133037650713252,0.0112829489985706,0.0072833125972849,0.013427416674435,0.0194804560993322,0.0055415956312286,0.0,0.0060247374656675,0.0269615724686897,0.0132036779401047,0.0555278306053699,0.0165823887479437,0.0082161018348596,0.0581931326669382,0.1047742752523077,0.0066948302766296,,-0.0103915276886886,-0.1471663619744058,-0.0841025246902148
2015-03-09,0.0042566593828499,-0.0040334828884792,0.0015661807418463,-0.0071494359325181,0.0026575751282402,0.0041362532942832,0.0,0.004629604674339,-0.0140315308042578,0.0079315783849547,0.013043734212431,0.0113347063870197,0.006613502086691,0.0129720164681694,0.0193650837009223,0.0055532064316763,0.0,0.0058027532479692,0.0242668734956715,0.0120619986131252,0.0690323371691723,0.0114352242454436,0.0225601432092976,0.0667385038201959,0.1126012919437569,0.0136706617054749,,0.0029256656607459,-0.193689745836985,-0.0491780530712396
2015-03-10,-0.0209032050278547,-0.0241967447843484,-0.0219894767267744,-0.0240790658775996,0.0171017160782893,-0.0163550399334013,0.0,-0.0129667932195087,0.0315618602092545,-0.0007407614634069,0.0140891986866154,0.0124240911807472,0.0083192427632587,0.0143302491855156,0.0194764929497735,0.0066584444074956,0.0,0.006400319423517,0.0258558158902734,0.0120194018737097,0.0400095264359672,-0.0028335368881722,0.0051445470745745,0.0417786929666972,0.1329026935867701,0.001710094604761,,-0.0046563675680383,-0.1718273004797208,-0.0431441142650763
2015-03-11,-0.0183994034104148,-0.0085340293631696,0.0025560075697297,0.0002577405125989,-0.0052308846477159,-0.0023441499297118,0.0,-0.0022190930676217,0.0213605412450879,0.0008642412643021,0.0141882628051092,0.0124538709559683,0.0080769948801566,0.0142099653111571,0.0189589932017659,0.0061959283321961,0.0,0.0058907506104936,0.0257659388564187,0.0119757148637931,0.0018031533038829,-0.0177747510194088,-0.001433770242229,0.031652998792268,0.0963291275823512,-0.0111695717664443,,-0.0172208870572944,-0.1205802357207616,-0.0453635138875609
2015-03-12,0.0179175907933977,0.0212535170881005,0.0123670897801738,0.017380690928993,-0.0092207369143101,0.0126334984956469,0.0,0.0129952994242675,-0.0611079860407819,0.0172531040020488,0.0137814867810198,0.013340986714749,0.0084282699595569,0.0142086498568819,0.0190460827803774,0.0068631151317533,0.0,0.0066564838621584,0.0283599691197518,0.0127471119906814,-0.0034434176980172,-0.0023991084057772,0.0164982556051838,0.0316298605227118,0.0935744220236227,0.0008214792629543,,-0.004848695052921,-0.1760722347629797,-0.0258808085946945
2015-03-13,-0.0069342735581452,-0.009827987507792,-0.00584749325676,-0.0112117127523663,0.0013226362998422,-0.0061510937096813,0.0,-0.0048838845231151,0.0227528775251307,-0.0006064832403851,0.0135198004379259,0.0134435957088931,0.0078080448643856,0.0144527129435254,0.0114448196384035,0.0066098506485617,0.0,0.0066208380225299,0.0265107449844338,0.0123680494006568,-0.0226948313931183,-0.017472238334386,-0.0048898196223369,0.0238752943241928,0.0218571693052558,-0.0147902889172879,,-0.0144754463920629,-0.1041266794625719,-0.0379538896074931
2015-03-16,0.0109439737093659,0.0074469833398575,0.0111909222754168,0.0002560896095352,0.0118240425249982,0.0132721212129781,0.0,0.0136155539463405,-0.0227528775251306,0.0102653473304551,0.013728243832892,0.0132364365533298,0.0080824150169242,0.0143438045707943,0.0116917307446773,0.007250563249829,0.0,0.0073564233124582,0.0267566278627888,0.0126040552627955,-0.0167611465073486,-0.02220882598474,-0.0003135482019362,0.0307632164521129,0.0335477336869025,-0.0057201459082176,,-0.0016877122532328,-0.113647401651287,-0.0215139605423843
2015-03-17,0.0165884055282241,-0.0038374794735981,-0.0025108326444819,0.016388799771389,0.012115946763955,-0.0029766256720612,0.0,-0.0043560776844905,-0.0065970552617408,-0.0003606458623078,0.014204788316479,0.0127293095383891,0.0080806600557507,0.01469411824929,0.0119219827999062,0.00726051877211,0.0,0.0074161199850842,0.0266824861228862,0.0126006907954756,-0.0061798733345729,-0.0093492244000815,-0.0051585679781626,0.0497355468417344,0.0428741109378221,-0.010232583033698,,-0.0065059345091567,-0.1216085271317829,-0.0194460007307779
2015-03-18,0.0111934635205105,0.0086204745190456,0.0211449165170262,0.0193429320574273,-0.016479033342524,0.0119494031459708,0.0,0.0120536581400146,-0.0439755183738914,0.020697741042447,0.0143501883848118,0.0128267894882221,0.0093159713105989,0.0149382004622602,0.0122571550993143,0.0077782862273334,0.0,0.0078834348037492,0.0279714463373169,0.0133282353490542,-0.0019420017078314,0.0047405557461015,0.0101008501890689,0.0547517993875883,0.037887130438962,0.0015703674684361,,0.0021607916914392,-0.1520039100684261,-0.0081736855250431
2015-03-19,-0.0075789461705138,-0.0050776084808778,-0.0117611728509962,0.0224864467702389,0.0151881314219036,-0.0045718361764715,0.0,-0.003119623498322,0.0017276134443778,-0.0004713457613504,0.0144424362435396,0.0123909712425975,0.0097071720336048,0.0137608501316345,0.0126150854099606,0.0078465077362106,0.0,0.0078520806604009,0.0278534389193374,0.0123513088632974,-0.0073955459108365,-0.0151978942066728,-0.0029491545696821,0.0419289835953995,0.0509202706151896,-0.0022860014157229,,0.0033770536948831,-0.1314342828585707,0.0131263687027691
2015-03-20,-0.0126283614012121,0.0139679471233654,0.0218641027289998,0.0126090935513536,0.0107089061813587,0.0087882811674383,0.0,0.0079013218913601,-0.0162416563286318,0.024779346318888,0.0145444985980795,0.012493098871193,0.010707258056982,0.0139384577546965,0.0127084191453305,0.0079850983986065,0.0,0.0079179053641128,0.0270750182410486,0.0133549921671663,-0.0277988524682027,-0.0134755275633893,0.0096879198245372,0.0488110295320982,0.0546270692737176,0.0005169646701663,,0.0047931489565713,-0.1135303265940902,0.0286021205631727
2015-03-23,0.0103510710924799,-0.0089702680524549,0.0050133650250861,0.0074898219889934,-0.0329173579614298,-0.0019507110439959,0.0,0.0016680959424219,-0.0182949924191646,-0.0012648616889084,0.0132901618011521,0.0124843360855278,0.0107089036137125,0.013471190665875,0.0148464254595942,0.0079973322100504,0.0,0.0079215999598312,0.0271075074197415,0.0132746855210573,-0.0435337263903917,-0.013231923840122,0.0183644019922935,0.0709034108355353,0.0287657226808699,-0.0012908989103831,,0.0052658165859738,-0.1327479338842975,0.0191113761574226
2015-03-24,-0.0040960009352082,-0.0027229378138796,-0.0021240367808099,0.0103687795383778,-0.0137447287189202,-0.005634741991502,0.0,-0.0059703702982394,-0.0053747516667399,-0.0085500610415662,0.0132643651461374,0.0124683974988805,0.0106553954204203,0.0134049534267633,0.0150509787832046,0.0080596754479352,0.0,0.0080426714115059,0.0257785348599472,0.0125604753152473,-0.0414613777296538,-0.0118862291438067,0.0099693298717851,0.087444273576575,0.0040342715650849,-0.0097158229786318,,-0.0011965035296686,-0.0997304582210242,0.0307380731207875
2015-03-25,-0.0264743016787834,-0.0084021625995178,-0.0047188466093973,-0.0284154838870236,-0.0626356457591262,-0.0147619807362129,0.0,-0.0126116718142285,0.0450764047232557,-0.0174035577271611,0.013318531024089,0.0117961248048693,0.0107184750276226,0.0150263332379588,0.0205705290119217,0.0086697986365246,0.0,0.0085168808404663,0.0280384031878505,0.0132550330600379,-0.0420062173957204,-0.0373925869730118,0.0044443430548433,0.0422321898462207,-0.0496838289600511,-0.0233971438308439,,-0.0139499046951278,-0.0647751605995717,0.012712565153035
2015-03-26,0.0069463119568104,-0.0097791695005598,-0.0087350992757413,0.0010849199977325,-0.0033324377386343,-0.002384392697913,0.0,-0.0031722109036217,-0.0086232210116761,-0.0052397266622006,0.0130476957935052,0.0119256315345194,0.0108878627164287,0.0148911498616061,0.0205336321117769,0.0086739537706963,0.0,0.0085347511943846,0.0279870930900488,0.0130528198930101,-0.0473851828739561,-0.0453482056300292,-0.0015372186595794,0.0323341667948546,-0.0554052243475918,-0.0245705506326384,,-0.0161314370439089,-0.0612466124661246,0.0185027214944843
2015-03-27,-0.0080004261426169,0.0087002796748783,0.0026133897287541,0.0034874478067101,0.0193630329205255,0.0022870347740548,0.0,0.0043893735781814,-0.012198815230187,0.0013126827968995,0.0127762893995281,0.0119333531856149,0.0109040855063188,0.0141550680472413,0.0211003928583905,0.0086925713418377,0.0,0.0086138417411355,0.0280601151323306,0.0129521890233203,-0.0405572169335238,-0.0252525019401613,0.0006144420642268,0.0548309682094112,-0.0308247309928236,-0.018995783987036,,-0.0113298375869965,-0.0690968443960826,0.0118891751817868
2015-03-30,0.0249994093424162,0.0108167163797162,0.0006136333478643,-0.0012012680787472,0.004200573840465,0.0121259466423276,0.0,0.0108897633310791,-0.0314659381969531,0.0142079431323781,0.0140778068718752,0.0117129434517523,0.0108993420441107,0.0140760867469202,0.0202738466095555,0.0090395913635764,0.0,0.0089527913817759,0.0278357346699396,0.0132640036690124,-0.0210702823387133,-0.0287040969763533,-0.0003069117729445,0.0432601340920522,-0.0499999616772111,-0.0132574426193131,,-0.0038449853350569,-0.0653889515219842,0.0204934026278493
2015-03-31,-0.0154708661755658,-0.0066694739876279,-0.0156166476740867,-0.0118487187835717,-0.0254732094673479,-0.0087777478043657,0.0,-0.0070047459950831,0.0256042567006214,-0.0088560715979641,0.0144143145888286,0.0117685021401208,0.0113748569246993,0.0143978731079157,0.0206089528979148,0.0091920741776494,0.0,0.0090483726924873,0.0280317193568485,0.0134344476491963,-0.0381105031922426,-0.032526442326766,-0.0097222250506155,0.0329146267969866,-0.056357412546515,-0.0178499079370011,,-0.0070054146449187,-0.0617760617760617,0.0134293981598268
2015-04-01,-0.0014476170350289,-0.004957122812163,0.0071429194200779,-0.006711888892013,0.0038154479994466,-0.0035426763270497,0.0,-0.0024263523718808,-0.0005880623515542,-0.001424827669113,0.0143769062565431,0.0117689573454985,0.0114659544438431,0.0140847889374261,0.0204079055734605,0.0091803573233391,0.0,0.009008551769222,0.0280376735655174,0.0132281910986993,-0.0333747008628456,-0.0325563964107636,0.0013943674066922,0.0095178918323051,-0.0633077338572377,-0.0171801686253855,,-0.0048812530080125,-0.0597345132743363,0.0217535928861267
